,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1.0,NOP,Zion Williamson,Duke,1.0,17.0,501.0,408.0,116.0,38.0,0.582,0.417,0.641,29.5,24.0,6.8,2.2,1.6,0.15,2.1,0.5
2,2.0,MEM,Ja Morant,Murray State,1.0,56.0,1672.0,985.0,195.0,390.0,0.491,0.354,0.771,29.9,17.6,3.5,7.0,3.4,0.098,0.4,1.0
3,3.0,NYK,RJ Barrett,Duke,1.0,52.0,1581.0,732.0,261.0,133.0,0.4,0.322,0.597,30.4,14.1,5.0,2.6,-0.6,-0.018,-4.4,-1.0
4,4.0,LAL,De'Andre Hunter,Virginia,1.0,59.0,1879.0,734.0,255.0,106.0,0.413,0.353,0.777,31.8,12.4,4.3,1.8,0.2,0.004,-4.5,-1.2
5,5.0,CLE,Darius Garland,Vanderbilt,1.0,59.0,1824.0,728.0,111.0,229.0,0.401,0.355,0.875,30.9,12.3,1.9,3.9,-1.4,-0.036,-5.7,-1.7
6,6.0,PHO,Jarrett Culver,Texas Tech,1.0,60.0,1440.0,551.0,204.0,105.0,0.399,0.298,0.459,24.0,9.2,3.4,1.8,-0.2,-0.007,-4.0,-0.7
7,7.0,CHI,Coby White,UNC,1.0,62.0,1563.0,792.0,217.0,156.0,0.392,0.357,0.788,25.2,12.8,3.5,2.5,0.8,0.026,-2.8,-0.3
8,8.0,ATL,Jaxson Hayes,Texas,1.0,56.0,951.0,420.0,223.0,51.0,0.66,0.25,0.63,17.0,7.5,4.0,0.9,3.4,0.174,0.1,0.5
9,9.0,WAS,Rui Hachimura,Gonzaga,1.0,38.0,1116.0,533.0,227.0,63.0,0.491,0.286,0.825,29.4,14.0,6.0,1.7,1.7,0.073,-2.7,-0.2
10,10.0,ATL,Cam Reddish,Duke,1.0,54.0,1435.0,540.0,200.0,82.0,0.368,0.319,0.798,26.6,10.0,3.7,1.5,-0.5,-0.018,-4.4,-0.9
11,11.0,MIN,Cameron Johnson,UNC,1.0,49.0,996.0,398.0,140.0,52.0,0.418,0.397,0.761,20.3,8.1,2.9,1.1,1.8,0.088,-0.2,0.5
12,12.0,CHO,PJ Washington,Kentucky,1.0,55.0,1674.0,669.0,302.0,118.0,0.454,0.377,0.649,30.4,12.2,5.5,2.1,1.8,0.053,-1.7,0.1
13,13.0,MIA,Tyler Herro,Kentucky,1.0,46.0,1273.0,603.0,186.0,91.0,0.414,0.393,0.835,27.7,13.1,4.0,2.0,0.9,0.034,-2.3,-0.1
14,14.0,BOS,Romeo Langford,Indiana,1.0,24.0,263.0,63.0,26.0,6.0,0.393,0.227,0.667,11.0,2.6,1.1,0.3,0.3,0.05,-4.2,-0.1
15,15.0,DET,Sekou Doumbouya,,1.0,35.0,695.0,228.0,113.0,15.0,0.386,0.295,0.682,19.9,6.5,3.2,0.4,-0.3,-0.02,-6.7,-0.8
16,16.0,ORL,Chuma Okeke,Auburn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17.0,BRK,Nickeil Alexander-Walker,Virginia Tech,1.0,41.0,501.0,211.0,80.0,74.0,0.339,0.342,0.607,12.2,5.1,2.0,1.8,-0.4,-0.037,-4.9,-0.4
18,18.0,IND,Goga Bitadze,,1.0,47.0,401.0,148.0,94.0,21.0,0.476,0.171,0.71,8.5,3.1,2.0,0.4,0.6,0.069,-2.5,0.0
19,19.0,SAS,Luka Šamanić,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20.0,BOS,Matisse Thybulle,Washington,1.0,55.0,1074.0,253.0,85.0,66.0,0.402,0.35,0.61,19.5,4.6,1.5,1.2,1.8,0.081,0.0,0.5
21,21.0,OKC,Brandon Clarke,Gonzaga,1.0,50.0,1086.0,602.0,292.0,72.0,0.623,0.404,0.785,21.7,12.0,5.8,1.4,4.4,0.193,3.4,1.5
22,22.0,BOS,Grant Williams,Tennessee,1.0,59.0,935.0,215.0,160.0,61.0,0.427,0.256,0.725,15.8,3.6,2.7,1.0,1.5,0.079,-2.6,-0.1
23,23.0,UTA,Darius Bazley,,1.0,53.0,909.0,238.0,196.0,29.0,0.383,0.3,0.681,17.2,4.5,3.7,0.5,0.3,0.018,-2.4,-0.1
24,24.0,PHI,Ty Jerome,Virginia,1.0,25.0,272.0,90.0,39.0,40.0,0.354,0.275,0.786,10.9,3.6,1.6,1.6,0.0,0.001,-3.2,-0.1
25,25.0,POR,Nassir Little,UNC,1.0,46.0,565.0,166.0,107.0,21.0,0.434,0.25,0.634,12.3,3.6,2.3,0.5,0.6,0.052,-3.6,-0.2
26,26.0,CLE,Dylan Windler,Belmont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27.0,BRK,Mfiondu Kabengele,Florida State,1.0,12.0,64.0,42.0,11.0,2.0,0.438,0.45,1.0,5.3,3.5,0.9,0.2,0.2,0.175,1.9,0.1
28,28.0,GSW,Jordan Poole,Michigan,1.0,55.0,1227.0,475.0,116.0,129.0,0.324,0.278,0.814,22.3,8.6,2.1,2.3,-1.2,-0.047,-6.6,-1.4
29,29.0,SAS,Keldon Johnson,Kentucky,1.0,6.0,40.0,20.0,6.0,4.0,0.474,0.333,0.5,6.7,3.3,1.0,0.7,0.0,0.024,-1.3,0.0
30,30.0,MIL,Kevin Porter,USC,1.0,50.0,1162.0,498.0,162.0,109.0,0.442,0.335,0.723,23.2,10.0,3.2,2.2,0.3,0.01,-3.8,-0.6
33,31.0,BRK,Nicolas Claxton,Georgia,1.0,15.0,187.0,66.0,44.0,16.0,0.563,0.143,0.524,12.5,4.4,2.9,1.1,0.5,0.123,-0.6,0.1
34,32.0,PHO,KZ Okpala,Stanford,1.0,5.0,26.0,7.0,5.0,1.0,0.6,0.0,0.5,5.2,1.4,1.0,0.2,0.1,0.119,2.7,0.0
35,33.0,PHI,Carsen Edwards,Purdue,1.0,35.0,316.0,106.0,43.0,22.0,0.327,0.309,0.846,9.0,3.0,1.2,0.6,0.1,0.012,-5.0,-0.2
36,34.0,PHI,Bruno Fernando,Maryland,1.0,52.0,671.0,234.0,189.0,46.0,0.518,0.135,0.58,12.9,4.5,3.6,0.9,0.8,0.057,-4.1,-0.4
37,35.0,ATL,Marcos Louzada Silva,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,36.0,CHO,Cody Martin,Nevada,1.0,45.0,805.0,218.0,145.0,79.0,0.436,0.243,0.649,17.9,4.8,3.2,1.8,0.9,0.051,-1.9,0.0
39,37.0,DAL,Deividas Sirvydis,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,38.0,CHI,Daniel Gafford,Arkansas,1.0,40.0,552.0,204.0,99.0,17.0,0.693,0.0,0.509,13.8,5.1,2.5,0.4,1.7,0.145,-1.3,0.1
41,39.0,NOP,Alen Smailagić,,1.0,14.0,139.0,59.0,27.0,13.0,0.5,0.231,0.842,9.9,4.2,1.9,0.9,0.2,0.083,-2.2,0.0
42,40.0,SAC,Justin James,Wyoming,1.0,33.0,217.0,85.0,30.0,16.0,0.423,0.346,0.476,6.6,2.6,0.9,0.5,0.2,0.037,-0.7,0.1
43,41.0,GSW,Eric Paschall,Villanova,1.0,58.0,1592.0,802.0,270.0,114.0,0.497,0.29,0.766,27.4,13.8,4.7,2.0,2.0,0.059,-3.0,-0.4
44,42.0,PHI,Admiral Schofield,Tennessee,1.0,26.0,292.0,83.0,34.0,14.0,0.4,0.298,0.692,11.2,3.2,1.3,0.5,0.1,0.018,-5.3,-0.2
45,43.0,MIN,Jaylen Nowell,Washington,1.0,12.0,125.0,46.0,11.0,14.0,0.34,0.125,0.917,10.4,3.8,0.9,1.2,0.0,0.002,-5.6,-0.1
46,44.0,MIA,Bol Bol,Oregon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,45.0,DET,Isaiah Roby,Nebraska,1.0,3.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,3.7,0.0,0.7,0.0,0.0,-0.192,-15.5,0.0
48,46.0,ORL,Talen Horton-Tucker,Iowa State,1.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,2.5,0.0,0.0,1.0,0.0,0.11,7.9,0.0
49,47.0,SAC,Ignas Brazdeikis,Michigan,1.0,9.0,53.0,17.0,5.0,4.0,0.273,0.111,0.8,5.9,1.9,0.6,0.4,-0.1,-0.108,-9.0,-0.1
50,48.0,LAC,Terance Mann,Florida State,1.0,35.0,271.0,56.0,33.0,38.0,0.407,0.25,0.75,7.7,1.6,0.9,1.1,0.3,0.057,-3.6,-0.1
51,49.0,SAS,Quinndary Weatherspoon,Mississippi State,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,-0.286,-20.8,0.0
52,50.0,IND,Jarrell Brantley,College of Charleston,1.0,5.0,13.0,0.0,5.0,1.0,0.0,0.0,0.0,2.6,0.0,1.0,0.2,0.0,-0.054,-2.8,0.0
53,51.0,BOS,Tremont Waters,LSU,1.0,10.0,89.0,33.0,9.0,12.0,0.343,0.176,1.0,8.9,3.3,0.9,1.2,-0.1,-0.045,-6.6,-0.1
54,52.0,CHO,Jalen McDaniels,San Diego State,1.0,13.0,223.0,69.0,53.0,10.0,0.464,0.368,0.769,17.2,5.3,4.1,0.8,0.4,0.096,-2.3,0.0
55,53.0,UTA,Justin Wright-Foreman,Hofstra,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.01,-6.9,0.0
56,54.0,PHI,Marial Shayok,Iowa State,1.0,2.0,10.0,3.0,3.0,1.0,0.2,0.333,0.0,5.0,1.5,1.5,0.5,0.0,-0.226,-11.5,0.0
57,55.0,NYK,Kyle Guy,Virginia,1.0,2.0,4.0,2.0,0.0,0.0,0.5,0.0,0.0,2.0,1.0,0.0,0.0,0.0,-0.021,-4.1,0.0
58,56.0,LAC,Jaylen Hands,UCLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,57.0,NOP,Jordan Bone,Tennessee,1.0,10.0,53.0,12.0,4.0,8.0,0.25,0.2,0.0,5.3,1.2,0.4,0.8,-0.1,-0.115,-11.9,-0.1
60,58.0,GSW,Miye Oni,Yale,1.0,5.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,2.2,0.0,0.4,0.0,-0.1,-0.285,-17.9,0.0
61,59.0,TOR,Dewan Hernandez,Miami (FL),1.0,4.0,11.0,4.0,7.0,0.0,0.2,0.0,1.0,2.8,1.0,1.8,0.0,0.0,0.004,-21.3,-0.1
62,60.0,SAC,Vanja Marinković,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
