,Player,Pos,BasePos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Paul Arizin*,SF,SF,29.0,PHW,68.0,0.0,2377.0,483.0,1229.0,0.393,0.0,0.0,0.0,483.0,1229.0,0.393,0.393,440.0,544.0,0.809,0.0,0.0,503.0,135.0,0.0,0.0,0.0,235.0,1406.0
1,Dick Atha,SG,SG,26.0,DET,18.0,0.0,160.0,17.0,47.0,0.362,0.0,0.0,0.0,17.0,47.0,0.362,0.362,10.0,12.0,0.833,0.0,0.0,24.0,19.0,0.0,0.0,0.0,24.0,44.0
2,Ernie Beck,SG,SG,26.0,PHW,71.0,0.0,1974.0,272.0,683.0,0.398,0.0,0.0,0.0,272.0,683.0,0.398,0.398,170.0,203.0,0.837,0.0,0.0,307.0,190.0,0.0,0.0,0.0,173.0,714.0
3,Al Bianchi,SG,SG,25.0,SYR,69.0,0.0,1421.0,215.0,625.0,0.344,0.0,0.0,0.0,215.0,625.0,0.344,0.344,140.0,205.0,0.683,0.0,0.0,221.0,114.0,0.0,0.0,0.0,188.0,570.0
4,Doug Bolstorff,G,G,26.0,DET,3.0,0.0,21.0,2.0,5.0,0.4,0.0,0.0,0.0,2.0,5.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
5,Carl Braun*,PG,PG,30.0,NYK,71.0,0.0,2475.0,426.0,1018.0,0.418,0.0,0.0,0.0,426.0,1018.0,0.418,0.418,321.0,378.0,0.849,0.0,0.0,330.0,393.0,0.0,0.0,0.0,183.0,1173.0
6,George Brown,F,F,22.0,MNL,1.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
7,Bob Burrow,C,C,23.0,MNL,14.0,0.0,171.0,22.0,70.0,0.314,0.0,0.0,0.0,22.0,70.0,0.314,0.314,11.0,33.0,0.333,0.0,0.0,64.0,6.0,0.0,0.0,0.0,15.0,55.0
8,Nat Clifton*,PF,PF,35.0,DET,68.0,0.0,1435.0,217.0,597.0,0.363,0.0,0.0,0.0,217.0,597.0,0.363,0.363,91.0,146.0,0.623,0.0,0.0,403.0,76.0,0.0,0.0,0.0,202.0,525.0
9,Jack Coleman,PF,PF,33.0,STL,72.0,0.0,1506.0,231.0,560.0,0.413,0.0,0.0,0.0,231.0,560.0,0.413,0.413,84.0,131.0,0.641,0.0,0.0,485.0,117.0,0.0,0.0,0.0,169.0,546.0
10,Ed Conlin,SF,SF,24.0,SYR,60.0,0.0,1871.0,343.0,877.0,0.391,0.0,0.0,0.0,343.0,877.0,0.391,0.391,215.0,270.0,0.796,0.0,0.0,436.0,133.0,0.0,0.0,0.0,168.0,901.0
11,Larry Costello,PG,PG,26.0,SYR,72.0,0.0,2746.0,378.0,888.0,0.426,0.0,0.0,0.0,378.0,888.0,0.426,0.426,320.0,378.0,0.847,0.0,0.0,378.0,317.0,0.0,0.0,0.0,246.0,1076.0
12,Bob Cousy*,PG,PG,29.0,BOS,65.0,0.0,2222.0,445.0,1262.0,0.353,0.0,0.0,0.0,445.0,1262.0,0.353,0.353,277.0,326.0,0.85,0.0,0.0,322.0,463.0,0.0,0.0,0.0,136.0,1167.0
13,Walt Davis,PF,PF,27.0,TOT,61.0,0.0,663.0,85.0,244.0,0.348,0.0,0.0,0.0,85.0,244.0,0.348,0.348,61.0,82.0,0.744,0.0,0.0,174.0,29.0,0.0,0.0,0.0,143.0,231.0
14,Walt Davis,PF,PF,27.0,PHW,35.0,0.0,376.0,44.0,129.0,0.341,0.0,0.0,0.0,44.0,129.0,0.341,0.341,16.0,24.0,0.667,0.0,0.0,88.0,18.0,0.0,0.0,0.0,81.0,104.0
15,Walt Davis,PF,PF,27.0,STL,26.0,0.0,287.0,41.0,115.0,0.357,0.0,0.0,0.0,41.0,115.0,0.357,0.357,45.0,58.0,0.776,0.0,0.0,86.0,11.0,0.0,0.0,0.0,62.0,127.0
16,George Dempsey,PG,PG,28.0,PHW,67.0,0.0,1048.0,112.0,311.0,0.36,0.0,0.0,0.0,112.0,311.0,0.36,0.36,70.0,105.0,0.667,0.0,0.0,214.0,128.0,0.0,0.0,0.0,113.0,294.0
17,Corky Devlin,SG,SG,26.0,MNL,70.0,0.0,1248.0,170.0,489.0,0.348,0.0,0.0,0.0,170.0,489.0,0.348,0.348,133.0,172.0,0.773,0.0,0.0,132.0,167.0,0.0,0.0,0.0,104.0,473.0
18,Dick Duckett,PG,PG,24.0,CIN,34.0,0.0,424.0,54.0,158.0,0.342,0.0,0.0,0.0,54.0,158.0,0.342,0.342,24.0,27.0,0.889,0.0,0.0,56.0,47.0,0.0,0.0,0.0,60.0,132.0
19,Walter Dukes,C,C,27.0,DET,72.0,0.0,2184.0,278.0,796.0,0.349,0.0,0.0,0.0,278.0,796.0,0.349,0.349,247.0,366.0,0.675,0.0,0.0,954.0,52.0,0.0,0.0,0.0,311.0,803.0
20,Pat Dunn,SG,SG,26.0,PHW,28.0,0.0,206.0,28.0,90.0,0.311,0.0,0.0,0.0,28.0,90.0,0.311,0.311,14.0,17.0,0.824,0.0,0.0,31.0,28.0,0.0,0.0,0.0,20.0,70.0
21,Bill Ebben,G,G,22.0,DET,8.0,0.0,50.0,6.0,28.0,0.214,0.0,0.0,0.0,6.0,28.0,0.214,0.214,3.0,4.0,0.75,0.0,0.0,8.0,4.0,0.0,0.0,0.0,5.0,15.0
23,Bo Erias,SF,SF,25.0,MNL,18.0,0.0,401.0,59.0,170.0,0.347,0.0,0.0,0.0,59.0,170.0,0.347,0.347,30.0,47.0,0.638,0.0,0.0,83.0,26.0,0.0,0.0,0.0,52.0,148.0
24,Ray Felix,C,C,27.0,NYK,72.0,0.0,1709.0,304.0,688.0,0.442,0.0,0.0,0.0,304.0,688.0,0.442,0.442,271.0,389.0,0.697,0.0,0.0,747.0,52.0,0.0,0.0,0.0,283.0,879.0
25,Ed Fleming,SF,SF,24.0,MNL,72.0,0.0,1686.0,226.0,655.0,0.345,0.0,0.0,0.0,226.0,655.0,0.345,0.345,181.0,255.0,0.71,0.0,0.0,492.0,139.0,0.0,0.0,0.0,222.0,633.0
26,Larry Foust,C,C,29.0,MNL,72.0,0.0,2200.0,391.0,982.0,0.398,0.0,0.0,0.0,391.0,982.0,0.398,0.398,428.0,566.0,0.756,0.0,0.0,876.0,108.0,0.0,0.0,0.0,299.0,1210.0
27,Larry Friend,SG,SG,22.0,NYK,44.0,0.0,569.0,74.0,226.0,0.327,0.0,0.0,0.0,74.0,226.0,0.327,0.327,27.0,41.0,0.659,0.0,0.0,106.0,47.0,0.0,0.0,0.0,54.0,175.0
28,Harry Gallatin*,PF,PF,30.0,DET,72.0,0.0,1990.0,340.0,898.0,0.379,0.0,0.0,0.0,340.0,898.0,0.379,0.379,392.0,498.0,0.787,0.0,0.0,749.0,86.0,0.0,0.0,0.0,217.0,1072.0
29,Dick Garmaker,SG,SG,25.0,MNL,68.0,0.0,2216.0,390.0,988.0,0.395,0.0,0.0,0.0,390.0,988.0,0.395,0.395,314.0,411.0,0.764,0.0,0.0,365.0,183.0,0.0,0.0,0.0,190.0,1094.0
30,Jack George,PG,PG,29.0,PHW,72.0,0.0,1910.0,232.0,627.0,0.37,0.0,0.0,0.0,232.0,627.0,0.37,0.37,178.0,242.0,0.736,0.0,0.0,288.0,234.0,0.0,0.0,0.0,140.0,642.0
31,Tom Gola*,SG,SG,25.0,PHW,59.0,0.0,2126.0,295.0,711.0,0.415,0.0,0.0,0.0,295.0,711.0,0.415,0.415,223.0,299.0,0.746,0.0,0.0,639.0,327.0,0.0,0.0,0.0,225.0,813.0
32,Joe Graboski,PF,PF,28.0,PHW,72.0,0.0,2077.0,341.0,1017.0,0.335,0.0,0.0,0.0,341.0,1017.0,0.335,0.335,227.0,303.0,0.749,0.0,0.0,570.0,125.0,0.0,0.0,0.0,249.0,909.0
33,Richie Guerin*,SG,SG,25.0,NYK,63.0,0.0,2368.0,344.0,973.0,0.354,0.0,0.0,0.0,344.0,973.0,0.354,0.354,353.0,511.0,0.691,0.0,0.0,489.0,317.0,0.0,0.0,0.0,202.0,1041.0
34,Cliff Hagan*,SF,SF,26.0,STL,70.0,0.0,2190.0,503.0,1135.0,0.443,0.0,0.0,0.0,503.0,1135.0,0.443,0.443,385.0,501.0,0.768,0.0,0.0,707.0,175.0,0.0,0.0,0.0,267.0,1391.0
35,Bob Harrison,SG,SG,30.0,SYR,72.0,0.0,1799.0,210.0,604.0,0.348,0.0,0.0,0.0,210.0,604.0,0.348,0.348,97.0,122.0,0.795,0.0,0.0,166.0,169.0,0.0,0.0,0.0,200.0,517.0
36,Tom Heinsohn*,PF,PF,23.0,BOS,69.0,0.0,2206.0,468.0,1226.0,0.382,0.0,0.0,0.0,468.0,1226.0,0.382,0.382,294.0,394.0,0.746,0.0,0.0,705.0,125.0,0.0,0.0,0.0,274.0,1230.0
37,Joe Holup,SF,SF,23.0,TOT,53.0,0.0,740.0,91.0,278.0,0.327,0.0,0.0,0.0,91.0,278.0,0.327,0.327,71.0,94.0,0.755,0.0,0.0,221.0,36.0,0.0,0.0,0.0,99.0,253.0
38,Joe Holup,SF,SF,23.0,SYR,16.0,0.0,133.0,14.0,57.0,0.246,0.0,0.0,0.0,14.0,57.0,0.246,0.246,16.0,23.0,0.696,0.0,0.0,23.0,13.0,0.0,0.0,0.0,23.0,44.0
39,Joe Holup,SF,SF,23.0,DET,37.0,0.0,607.0,77.0,221.0,0.348,0.0,0.0,0.0,77.0,221.0,0.348,0.348,55.0,71.0,0.775,0.0,0.0,198.0,23.0,0.0,0.0,0.0,76.0,209.0
40,Bob Hopkins,PF,PF,23.0,SYR,69.0,0.0,1224.0,221.0,554.0,0.399,0.0,0.0,0.0,221.0,554.0,0.399,0.399,123.0,161.0,0.764,0.0,0.0,392.0,45.0,0.0,0.0,0.0,162.0,565.0
41,Bob Houbregs*,PF,PF,25.0,DET,17.0,0.0,302.0,49.0,137.0,0.358,0.0,0.0,0.0,49.0,137.0,0.358,0.358,30.0,43.0,0.698,0.0,0.0,65.0,19.0,0.0,0.0,0.0,36.0,128.0
42,Hot Rod Hundley,SG,SG,23.0,MNL,65.0,0.0,1154.0,174.0,548.0,0.318,0.0,0.0,0.0,174.0,548.0,0.318,0.318,104.0,162.0,0.642,0.0,0.0,186.0,121.0,0.0,0.0,0.0,99.0,452.0
43,Mel Hutchins,PF,PF,29.0,NYK,18.0,0.0,384.0,51.0,131.0,0.389,0.0,0.0,0.0,51.0,131.0,0.389,0.389,24.0,43.0,0.558,0.0,0.0,86.0,34.0,0.0,0.0,0.0,31.0,126.0
44,McCoy Ingram,PF,PF,26.0,MNL,24.0,0.0,267.0,27.0,103.0,0.262,0.0,0.0,0.0,27.0,103.0,0.262,0.262,13.0,28.0,0.464,0.0,0.0,116.0,20.0,0.0,0.0,0.0,44.0,67.0
46,Neil Johnston*,C,C,28.0,PHW,71.0,0.0,2408.0,473.0,1102.0,0.429,0.0,0.0,0.0,473.0,1102.0,0.429,0.429,442.0,540.0,0.819,0.0,0.0,790.0,166.0,0.0,0.0,0.0,233.0,1388.0
47,Sam Jones*,SG,SG,24.0,BOS,56.0,0.0,594.0,100.0,233.0,0.429,0.0,0.0,0.0,100.0,233.0,0.429,0.429,60.0,84.0,0.714,0.0,0.0,160.0,37.0,0.0,0.0,0.0,42.0,260.0
48,Phil Jordon,C,C,24.0,TOT,58.0,0.0,898.0,193.0,467.0,0.413,0.0,0.0,0.0,193.0,467.0,0.413,0.413,64.0,93.0,0.688,0.0,0.0,301.0,37.0,0.0,0.0,0.0,108.0,450.0
49,Phil Jordon,C-F,C,24.0,NYK,12.0,0.0,75.0,16.0,34.0,0.471,0.0,0.0,0.0,16.0,34.0,0.471,0.471,5.0,6.0,0.833,0.0,0.0,24.0,5.0,0.0,0.0,0.0,11.0,37.0
50,Phil Jordon,C,C,24.0,DET,46.0,0.0,823.0,177.0,433.0,0.409,0.0,0.0,0.0,177.0,433.0,0.409,0.409,59.0,87.0,0.678,0.0,0.0,277.0,32.0,0.0,0.0,0.0,97.0,413.0
51,Billy Kenville,SG,SG,27.0,DET,35.0,0.0,649.0,106.0,280.0,0.379,0.0,0.0,0.0,106.0,280.0,0.379,0.379,46.0,75.0,0.613,0.0,0.0,102.0,66.0,0.0,0.0,0.0,68.0,258.0
52,Red Kerr,C,C,25.0,SYR,72.0,0.0,2384.0,407.0,1020.0,0.399,0.0,0.0,0.0,407.0,1020.0,0.399,0.399,280.0,422.0,0.664,0.0,0.0,963.0,88.0,0.0,0.0,0.0,197.0,1094.0
53,George King,PG,PG,29.0,CIN,63.0,0.0,2272.0,235.0,645.0,0.364,0.0,0.0,0.0,235.0,645.0,0.364,0.364,140.0,227.0,0.617,0.0,0.0,306.0,337.0,0.0,0.0,0.0,124.0,610.0
54,Jim Krebs,C,C,22.0,MNL,68.0,0.0,1259.0,199.0,527.0,0.378,0.0,0.0,0.0,199.0,527.0,0.378,0.378,135.0,176.0,0.767,0.0,0.0,502.0,27.0,0.0,0.0,0.0,182.0,533.0
55,Slick Leonard*,PG,PG,25.0,MNL,66.0,0.0,2074.0,266.0,794.0,0.335,0.0,0.0,0.0,266.0,794.0,0.335,0.335,205.0,268.0,0.765,0.0,0.0,237.0,218.0,0.0,0.0,0.0,145.0,737.0
56,Earl Lloyd*,SF,SF,29.0,SYR,61.0,0.0,1045.0,119.0,359.0,0.331,0.0,0.0,0.0,119.0,359.0,0.331,0.331,79.0,106.0,0.745,0.0,0.0,287.0,60.0,0.0,0.0,0.0,179.0,317.0
57,Jim Loscutoff,SF,SF,27.0,BOS,5.0,0.0,56.0,11.0,31.0,0.355,0.0,0.0,0.0,11.0,31.0,0.355,0.355,1.0,3.0,0.333,0.0,0.0,20.0,1.0,0.0,0.0,0.0,8.0,23.0
58,Clyde Lovellette*,C,C,28.0,CIN,71.0,0.0,2589.0,679.0,1540.0,0.441,0.0,0.0,0.0,679.0,1540.0,0.441,0.441,301.0,405.0,0.743,0.0,0.0,862.0,134.0,0.0,0.0,0.0,236.0,1659.0
59,Ed Macauley*,C,C,29.0,STL,72.0,0.0,1908.0,376.0,879.0,0.428,0.0,0.0,0.0,376.0,879.0,0.428,0.428,267.0,369.0,0.724,0.0,0.0,478.0,143.0,0.0,0.0,0.0,156.0,1019.0
60,Tom Marshall,SF,SF,27.0,TOT,38.0,0.0,518.0,52.0,166.0,0.313,0.0,0.0,0.0,52.0,166.0,0.313,0.313,48.0,63.0,0.762,0.0,0.0,101.0,19.0,0.0,0.0,0.0,43.0,152.0
61,Tom Marshall,SF,SF,27.0,DET,9.0,0.0,66.0,7.0,22.0,0.318,0.0,0.0,0.0,7.0,22.0,0.318,0.318,7.0,8.0,0.875,0.0,0.0,8.0,4.0,0.0,0.0,0.0,6.0,21.0
62,Tom Marshall,SF,SF,27.0,CIN,29.0,0.0,452.0,45.0,144.0,0.313,0.0,0.0,0.0,45.0,144.0,0.313,0.313,41.0,55.0,0.745,0.0,0.0,93.0,15.0,0.0,0.0,0.0,37.0,131.0
63,Slater Martin*,PG,PG,32.0,STL,60.0,0.0,2098.0,258.0,768.0,0.336,0.0,0.0,0.0,258.0,768.0,0.336,0.336,206.0,276.0,0.746,0.0,0.0,228.0,218.0,0.0,0.0,0.0,187.0,722.0
64,Brendan McCann,PG,PG,22.0,NYK,36.0,0.0,295.0,22.0,100.0,0.22,0.0,0.0,0.0,22.0,100.0,0.22,0.22,25.0,37.0,0.676,0.0,0.0,45.0,54.0,0.0,0.0,0.0,34.0,69.0
65,Dick McGuire*,PG,PG,32.0,DET,69.0,0.0,2311.0,203.0,544.0,0.373,0.0,0.0,0.0,203.0,544.0,0.373,0.373,150.0,225.0,0.667,0.0,0.0,291.0,454.0,0.0,0.0,0.0,178.0,556.0
66,Jack McMahon,SG,SG,29.0,STL,72.0,0.0,2239.0,216.0,719.0,0.3,0.0,0.0,0.0,216.0,719.0,0.3,0.3,134.0,221.0,0.606,0.0,0.0,195.0,333.0,0.0,0.0,0.0,184.0,566.0
67,Monk Meineke,PF,PF,27.0,CIN,67.0,0.0,792.0,125.0,351.0,0.356,0.0,0.0,0.0,125.0,351.0,0.356,0.356,77.0,119.0,0.647,0.0,0.0,226.0,38.0,0.0,0.0,0.0,155.0,327.0
68,Vern Mikkelsen*,PF,PF,29.0,MNL,72.0,0.0,2390.0,439.0,1070.0,0.41,0.0,0.0,0.0,439.0,1070.0,0.41,0.41,370.0,471.0,0.786,0.0,0.0,805.0,166.0,0.0,0.0,0.0,299.0,1248.0
69,Red Morrison,C,C,25.0,STL,13.0,0.0,79.0,9.0,26.0,0.346,0.0,0.0,0.0,9.0,26.0,0.346,0.346,3.0,4.0,0.75,0.0,0.0,26.0,0.0,0.0,0.0,0.0,12.0,21.0
71,Willie Naulls,SF,SF,23.0,NYK,68.0,0.0,2369.0,472.0,1189.0,0.397,0.0,0.0,0.0,472.0,1189.0,0.397,0.397,284.0,344.0,0.826,0.0,0.0,799.0,97.0,0.0,0.0,0.0,220.0,1228.0
72,Jack Nichols,PF,PF,31.0,BOS,69.0,0.0,1224.0,170.0,484.0,0.351,0.0,0.0,0.0,170.0,484.0,0.351,0.351,59.0,80.0,0.738,0.0,0.0,302.0,63.0,0.0,0.0,0.0,123.0,399.0
73,Chuck Noble,SG,SG,26.0,DET,61.0,0.0,1363.0,199.0,601.0,0.331,0.0,0.0,0.0,199.0,601.0,0.331,0.331,56.0,77.0,0.727,0.0,0.0,140.0,153.0,0.0,0.0,0.0,166.0,454.0
74,Togo Palazzi,SF,SF,25.0,SYR,67.0,0.0,1001.0,228.0,579.0,0.394,0.0,0.0,0.0,228.0,579.0,0.394,0.394,123.0,171.0,0.719,0.0,0.0,243.0,42.0,0.0,0.0,0.0,125.0,579.0
75,Med Park,SG,SG,24.0,STL,71.0,0.0,1103.0,133.0,363.0,0.366,0.0,0.0,0.0,133.0,363.0,0.366,0.366,118.0,162.0,0.728,0.0,0.0,184.0,76.0,0.0,0.0,0.0,106.0,384.0
76,Worthy Patterson,G,G,26.0,STL,4.0,0.0,13.0,3.0,8.0,0.375,0.0,0.0,0.0,3.0,8.0,0.375,0.375,1.0,2.0,0.5,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,7.0
77,Jerry Paulson,G,G,22.0,CIN,6.0,0.0,68.0,8.0,23.0,0.348,0.0,0.0,0.0,8.0,23.0,0.348,0.348,4.0,6.0,0.667,0.0,0.0,10.0,4.0,0.0,0.0,0.0,5.0,20.0
78,Jim Paxson,SG,SG,25.0,CIN,67.0,0.0,1795.0,225.0,639.0,0.352,0.0,0.0,0.0,225.0,639.0,0.352,0.352,209.0,285.0,0.733,0.0,0.0,350.0,139.0,0.0,0.0,0.0,183.0,659.0
79,Bob Pettit*,PF,PF,25.0,STL,70.0,0.0,2528.0,581.0,1418.0,0.41,0.0,0.0,0.0,581.0,1418.0,0.41,0.41,557.0,744.0,0.749,0.0,0.0,1216.0,157.0,0.0,0.0,0.0,222.0,1719.0
80,Andy Phillip*,PG,PG,35.0,BOS,70.0,0.0,1164.0,97.0,273.0,0.355,0.0,0.0,0.0,97.0,273.0,0.355,0.355,42.0,71.0,0.592,0.0,0.0,158.0,121.0,0.0,0.0,0.0,121.0,236.0
81,Dave Piontek,SF,SF,23.0,CIN,71.0,0.0,1032.0,150.0,397.0,0.378,0.0,0.0,0.0,150.0,397.0,0.378,0.378,95.0,151.0,0.629,0.0,0.0,254.0,52.0,0.0,0.0,0.0,134.0,395.0
82,Ray Radziszewski,F,F,22.0,PHW,1.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
83,Frank Ramsey*,SG,SG,26.0,BOS,69.0,0.0,2047.0,377.0,900.0,0.419,0.0,0.0,0.0,377.0,900.0,0.419,0.419,383.0,472.0,0.811,0.0,0.0,504.0,167.0,0.0,0.0,0.0,245.0,1137.0
84,Richie Regan,SG,SG,27.0,CIN,72.0,0.0,1648.0,202.0,569.0,0.355,0.0,0.0,0.0,202.0,569.0,0.355,0.355,120.0,172.0,0.698,0.0,0.0,175.0,185.0,0.0,0.0,0.0,174.0,524.0
85,Dick Ricketts,PF,PF,24.0,CIN,72.0,0.0,1620.0,215.0,664.0,0.324,0.0,0.0,0.0,215.0,664.0,0.324,0.324,132.0,196.0,0.673,0.0,0.0,410.0,114.0,0.0,0.0,0.0,277.0,562.0
86,Arnie Risen*,C,C,33.0,BOS,63.0,0.0,1119.0,134.0,397.0,0.338,0.0,0.0,0.0,134.0,397.0,0.338,0.338,114.0,167.0,0.683,0.0,0.0,360.0,50.0,0.0,0.0,0.0,195.0,382.0
87,Lennie Rosenbluth,SF,SF,25.0,PHW,53.0,0.0,373.0,91.0,265.0,0.343,0.0,0.0,0.0,91.0,265.0,0.343,0.343,53.0,84.0,0.631,0.0,0.0,91.0,23.0,0.0,0.0,0.0,39.0,235.0
88,Bill Russell*,C,C,23.0,BOS,69.0,0.0,2640.0,456.0,1032.0,0.442,0.0,0.0,0.0,456.0,1032.0,0.442,0.442,230.0,443.0,0.519,0.0,0.0,1564.0,202.0,0.0,0.0,0.0,181.0,1142.0
89,Woody Sauldsberry,PF,PF,23.0,PHW,71.0,0.0,2377.0,389.0,1082.0,0.36,0.0,0.0,0.0,389.0,1082.0,0.36,0.36,134.0,218.0,0.615,0.0,0.0,729.0,58.0,0.0,0.0,0.0,245.0,912.0
90,Dolph Schayes*,PF,PF,29.0,SYR,72.0,0.0,2918.0,581.0,1458.0,0.398,0.0,0.0,0.0,581.0,1458.0,0.398,0.398,629.0,696.0,0.904,0.0,0.0,1022.0,224.0,0.0,0.0,0.0,244.0,1791.0
92,Dick Schnittker,SF,SF,29.0,MNL,50.0,0.0,979.0,128.0,357.0,0.359,0.0,0.0,0.0,128.0,357.0,0.359,0.359,201.0,237.0,0.848,0.0,0.0,211.0,71.0,0.0,0.0,0.0,126.0,457.0
93,Kenny Sears,PF,PF,24.0,NYK,72.0,0.0,2685.0,445.0,1014.0,0.439,0.0,0.0,0.0,445.0,1014.0,0.439,0.439,452.0,550.0,0.822,0.0,0.0,785.0,126.0,0.0,0.0,0.0,251.0,1342.0
94,Frank Selvy,SG,SG,25.0,TOT,38.0,0.0,426.0,44.0,167.0,0.263,0.0,0.0,0.0,44.0,167.0,0.263,0.263,47.0,77.0,0.61,0.0,0.0,88.0,35.0,0.0,0.0,0.0,44.0,135.0
95,Frank Selvy,G-F,G,25.0,STL,26.0,0.0,195.0,16.0,83.0,0.193,0.0,0.0,0.0,16.0,83.0,0.193,0.193,27.0,48.0,0.563,0.0,0.0,53.0,16.0,0.0,0.0,0.0,23.0,59.0
96,Frank Selvy,SG,SG,25.0,MNL,12.0,0.0,231.0,28.0,84.0,0.333,0.0,0.0,0.0,28.0,84.0,0.333,0.333,20.0,29.0,0.69,0.0,0.0,35.0,19.0,0.0,0.0,0.0,21.0,76.0
97,Paul Seymour,PG,PG,30.0,SYR,64.0,0.0,763.0,107.0,315.0,0.34,0.0,0.0,0.0,107.0,315.0,0.34,0.34,53.0,63.0,0.841,0.0,0.0,107.0,93.0,0.0,0.0,0.0,88.0,267.0
98,Chuck Share,C,C,30.0,STL,72.0,0.0,1824.0,216.0,545.0,0.396,0.0,0.0,0.0,216.0,545.0,0.396,0.396,190.0,293.0,0.648,0.0,0.0,749.0,130.0,0.0,0.0,0.0,279.0,622.0
99,Bill Sharman*,SG,SG,31.0,BOS,63.0,0.0,2214.0,550.0,1297.0,0.424,0.0,0.0,0.0,550.0,1297.0,0.424,0.424,302.0,338.0,0.893,0.0,0.0,295.0,167.0,0.0,0.0,0.0,156.0,1402.0
100,Ron Shavlik,F,F,24.0,NYK,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Gene Shue,SG,SG,26.0,DET,63.0,0.0,2333.0,353.0,919.0,0.384,0.0,0.0,0.0,353.0,919.0,0.384,0.384,276.0,327.0,0.844,0.0,0.0,333.0,172.0,0.0,0.0,0.0,150.0,982.0
102,Ron Sobie,PG,PG,23.0,NYK,55.0,0.0,1399.0,217.0,539.0,0.403,0.0,0.0,0.0,217.0,539.0,0.403,0.403,196.0,239.0,0.82,0.0,0.0,263.0,125.0,0.0,0.0,0.0,147.0,630.0
103,Guy Sparrow,SF,SF,25.0,NYK,72.0,0.0,1661.0,318.0,838.0,0.379,0.0,0.0,0.0,318.0,838.0,0.379,0.379,165.0,257.0,0.642,0.0,0.0,461.0,69.0,0.0,0.0,0.0,232.0,801.0
104,Art Spoelstra,C,C,25.0,TOT,67.0,0.0,1305.0,161.0,419.0,0.384,0.0,0.0,0.0,161.0,419.0,0.384,0.384,127.0,187.0,0.679,0.0,0.0,332.0,57.0,0.0,0.0,0.0,225.0,449.0
105,Art Spoelstra,C,C,25.0,MNL,50.0,0.0,1098.0,141.0,353.0,0.399,0.0,0.0,0.0,141.0,353.0,0.399,0.399,100.0,150.0,0.667,0.0,0.0,281.0,51.0,0.0,0.0,0.0,183.0,382.0
106,Art Spoelstra,C,C,25.0,NYK,17.0,0.0,207.0,20.0,66.0,0.303,0.0,0.0,0.0,20.0,66.0,0.303,0.303,27.0,37.0,0.73,0.0,0.0,51.0,6.0,0.0,0.0,0.0,42.0,67.0
107,Maurice Stokes*,PF,PF,24.0,CIN,63.0,0.0,2460.0,414.0,1181.0,0.351,0.0,0.0,0.0,414.0,1181.0,0.351,0.351,238.0,333.0,0.715,0.0,0.0,1142.0,403.0,0.0,0.0,0.0,226.0,1066.0
108,Bill Thieben,PF,PF,22.0,DET,27.0,0.0,243.0,42.0,143.0,0.294,0.0,0.0,0.0,42.0,143.0,0.294,0.294,16.0,27.0,0.593,0.0,0.0,65.0,7.0,0.0,0.0,0.0,44.0,100.0
109,Lou Tsioropoulos,SF,SF,27.0,BOS,70.0,0.0,1819.0,198.0,624.0,0.317,0.0,0.0,0.0,198.0,624.0,0.317,0.317,142.0,207.0,0.686,0.0,0.0,434.0,112.0,0.0,0.0,0.0,242.0,538.0
110,Jack Twyman*,SF,SF,23.0,CIN,72.0,0.0,2178.0,465.0,1028.0,0.452,0.0,0.0,0.0,465.0,1028.0,0.452,0.452,307.0,396.0,0.775,0.0,0.0,464.0,110.0,0.0,0.0,0.0,224.0,1237.0
