,Player,Pos,BasePos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Â ,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Stacey Arceneaux,F,F,25.0,STL,7.0,110.0,10.4,0.405,0.0,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,-0.036,0.0,0.0,0.0,0.0
1,Paul Arizin*,SF,SF,33.0,PHW,78.0,2785.0,14.8,0.486,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,2.5,6.3,0.109,0.0,0.0,0.0,0.0
2,Al Attles*,PG,PG,25.0,PHW,75.0,2468.0,10.8,0.501,0.0,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.4,5.2,0.101,0.0,0.0,0.0,0.0
3,Elgin Baylor*,SF,SF,27.0,LAL,48.0,2129.0,26.5,0.492,0.0,0.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,3.0,7.9,0.179,0.0,0.0,0.0,0.0
4,Walt Bellamy*,C,C,22.0,CHP,79.0,3344.0,26.3,0.554,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,2.8,16.3,0.233,0.0,0.0,0.0,0.0
5,Al Bianchi,PG,PG,29.0,SYR,80.0,1925.0,11.4,0.437,0.0,0.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.4,0.059,0.0,0.0,0.0,0.0
6,George Blaney,PG,PG,22.0,NYK,36.0,363.0,7.8,0.391,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.3,-0.1,-0.014,0.0,0.0,0.0,0.0
7,Bucky Bockhorn,SG,SG,28.0,CIN,80.0,3062.0,11.0,0.469,0.0,0.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.1,3.1,0.049,0.0,0.0,0.0,0.0
8,George Bon Salle,PF,PF,26.0,CHP,3.0,9.0,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,-0.429,0.0,0.0,0.0,0.0
9,Bob Boozer,PF,PF,24.0,CIN,79.0,2488.0,13.3,0.492,0.0,0.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.1,3.9,0.075,0.0,0.0,0.0,0.0
10,Carl Braun*,PG,PG,34.0,BOS,48.0,414.0,10.7,0.402,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.9,0.5,0.053,0.0,0.0,0.0,0.0
11,Joe Buckhalter,PF,PF,24.0,CIN,63.0,728.0,14.5,0.489,0.0,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.4,1.2,0.082,0.0,0.0,0.0,0.0
12,Cleveland Buckner,PF,PF,23.0,NYK,62.0,696.0,15.7,0.469,0.0,0.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,1.3,0.087,0.0,0.0,0.0,0.0
13,Dave Budd,SF,SF,23.0,NYK,79.0,1370.0,11.6,0.483,0.0,0.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.1,2.3,0.081,0.0,0.0,0.0,0.0
14,Ed Burton,F,F,22.0,NYK,8.0,28.0,12.6,0.476,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0
15,Donnie Butcher,PG,PG,25.0,NYK,47.0,479.0,6.8,0.372,0.0,0.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.4,-0.3,-0.026,0.0,0.0,0.0,0.0
16,Al Butler,PG,PG,23.0,TOT,59.0,2016.0,13.0,0.496,0.0,0.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.6,4.1,0.098,0.0,0.0,0.0,0.0
17,Al Butler,PG,PG,23.0,BOS,5.0,47.0,17.4,0.49,0.0,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.189,0.0,0.0,0.0,0.0
18,Al Butler,PG,PG,23.0,NYK,54.0,1969.0,12.9,0.496,0.0,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.5,3.9,0.096,0.0,0.0,0.0,0.0
19,Barney Cable,SF,SF,26.0,TOT,67.0,1861.0,11.3,0.439,0.0,0.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.9,0.7,0.019,0.0,0.0,0.0,0.0
20,Barney Cable,SF,SF,26.0,CHP,15.0,498.0,9.4,0.424,0.0,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
21,Barney Cable,SF,SF,26.0,STL,52.0,1363.0,12.1,0.446,0.0,0.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.7,0.026,0.0,0.0,0.0,0.0
22,Howie Carl,PG,PG,23.0,CHP,31.0,382.0,9.4,0.38,0.0,0.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.2,-0.5,-0.061,0.0,0.0,0.0,0.0
23,Wilt Chamberlain*,C,C,25.0,PHW,80.0,3882.0,31.7,0.536,0.0,0.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,6.0,23.1,0.286,0.0,0.0,0.0,0.0
25,Ed Conlin,SG,SG,28.0,PHW,70.0,963.0,7.0,0.393,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.8,-0.1,-0.007,0.0,0.0,0.0,0.0
26,Larry Costello,PG,PG,30.0,SYR,63.0,1854.0,15.6,0.507,0.0,0.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2.6,5.9,0.153,0.0,0.0,0.0,0.0
27,Bob Cousy*,PG,PG,33.0,BOS,75.0,2114.0,18.3,0.443,0.0,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,5.6,6.3,0.144,0.0,0.0,0.0,0.0
28,Jimmy Darrow,G,G,24.0,STL,5.0,34.0,5.9,0.332,0.0,0.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,-0.112,0.0,0.0,0.0,0.0
29,Ralph Davis,SG,SG,23.0,CHP,77.0,1992.0,9.9,0.431,0.0,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,1.0,0.6,0.014,0.0,0.0,0.0,0.0
30,Archie Dees,PF-C,PF,25.0,TOT,21.0,288.0,0.0,0.507,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Archie Dees,PF,PF,25.0,CHP,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Archie Dees,C,C,25.0,STL,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Walter Dukes,C,C,31.0,DET,77.0,1896.0,13.6,0.464,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3,3.3,0.084,0.0,0.0,0.0,0.0
34,Johnny Egan,PG,PG,23.0,DET,58.0,696.0,13.8,0.473,0.0,0.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,1.3,0.088,0.0,0.0,0.0,0.0
35,Rich Eichhorst,G,G,28.0,STL,1.0,10.0,12.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.0,0.0,0.0,0.0
36,Wayne Embry*,C,C,24.0,CIN,75.0,2623.0,17.9,0.516,0.0,0.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,1.4,6.7,0.123,0.0,0.0,0.0,0.0
37,Ray Felix,C,C,31.0,LAL,80.0,1478.0,9.1,0.475,0.0,0.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.5,2.3,0.074,0.0,0.0,0.0,0.0
38,Al Ferrari,SG,SG,28.0,STL,79.0,2046.0,8.2,0.436,0.0,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.9,0.02,0.0,0.0,0.0,0.0
39,Bob Ferry,C,C,24.0,DET,80.0,1918.0,17.0,0.493,0.0,0.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.8,4.9,0.122,0.0,0.0,0.0,0.0
40,Larry Foust,C,C,33.0,STL,57.0,1153.0,14.7,0.541,0.0,0.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.5,3.1,0.129,0.0,0.0,0.0,0.0
41,Dave Gambee,SF,SF,24.0,SYR,80.0,2301.0,16.3,0.502,0.0,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2.9,7.0,0.145,0.0,0.0,0.0,0.0
42,Tom Gola*,SG,SG,29.0,PHW,60.0,2462.0,11.4,0.473,0.0,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.7,4.4,0.085,0.0,0.0,0.0,0.0
43,Joe Graboski,PF,PF,32.0,TOT,38.0,468.0,0.0,0.387,0.0,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Joe Graboski,F-C,F,32.0,STL,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Joe Graboski,PF,PF,32.0,CHP,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Joe Graboski,PF,PF,32.0,SYR,23.0,323.0,0.0,0.394,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Johnny Green,PF,PF,28.0,NYK,80.0,2789.0,15.8,0.47,0.0,0.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.0,5.1,0.088,0.0,0.0,0.0,0.0
48,Si Green,SG,SG,28.0,TOT,71.0,2388.0,0.0,0.432,0.0,0.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Si Green,G-F,G,28.0,STL,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Si Green,SG,SG,28.0,CHP,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Hal Greer*,SG,SG,25.0,SYR,71.0,2705.0,17.5,0.5,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.5,8.5,0.151,0.0,0.0,0.0,0.0
53,Gene Guarilia,SF,SF,24.0,BOS,45.0,367.0,11.3,0.431,0.0,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.8,0.7,0.089,0.0,0.0,0.0,0.0
54,Richie Guerin*,SG,SG,29.0,NYK,78.0,3348.0,20.9,0.516,0.0,0.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,3.0,12.1,0.174,0.0,0.0,0.0,0.0
55,Cliff Hagan*,SF,SF,30.0,STL,77.0,2784.0,19.3,0.524,0.0,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,1.2,8.5,0.146,0.0,0.0,0.0,0.0
56,Swede Halbrook,C,C,29.0,SYR,64.0,908.0,11.6,0.409,0.0,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,1.5,0.6,0.033,0.0,0.0,0.0,0.0
57,Vern Hatton,SG,SG,26.0,TOT,40.0,898.0,0.0,0.417,0.0,0.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Vern Hatton,SG,SG,26.0,CHP,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Vern Hatton,SG,SG,26.0,STL,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Tom Hawkins,SF,SF,25.0,LAL,79.0,1903.0,10.5,0.45,0.0,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.8,2.1,0.054,0.0,0.0,0.0,0.0
61,Tom Heinsohn*,PF,PF,27.0,BOS,79.0,2383.0,20.0,0.482,0.0,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,5.5,9.3,0.187,0.0,0.0,0.0,0.0
62,Cleo Hill,SG,SG,23.0,STL,58.0,1050.0,9.1,0.433,0.0,0.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.4,0.3,0.015,0.0,0.0,0.0,0.0
63,Ron Horn,SF,SF,23.0,STL,3.0,25.0,-6.4,0.116,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,-0.2,-0.397,0.0,0.0,0.0,0.0
64,Bailey Howell*,SF,SF,25.0,DET,79.0,2857.0,19.0,0.539,0.0,0.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,3.1,10.7,0.18,0.0,0.0,0.0,0.0
65,Hot Rod Hundley,SG,SG,27.0,LAL,78.0,1492.0,9.5,0.38,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,1.6,0.1,0.003,0.0,0.0,0.0,0.0
66,Darrall Imhoff,C,C,23.0,NYK,76.0,1481.0,9.1,0.416,0.0,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,1.4,0.7,0.021,0.0,0.0,0.0,0.0
